	accession_number	organism_name	path
16673	GU117702	Ohtaekwangia koreensis	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Fulvivirgaceae;Ohtaekwangia
16674	GU117703	Ohtaekwangia kribbensis	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Fulvivirgaceae;Ohtaekwangia
16675	LC349727	Chryseotalea sanaruensis	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Cytophagaceae;Chryseotalea
16676	FN396961	Cesiribacter andamanensis	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Cesiribacteraceae;Cesiribacter
16677	HM775387	Cesiribacter roseus	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Cesiribacteraceae;Cesiribacter
16678	DQ080995	Roseivirga halotolerans	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Roseivirgaceae;Roseivirga
16679	KC005305	Roseivirga pacifica	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Roseivirgaceae;Roseivirga
16680	KM502320	Roseivirga misakiensis	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Roseivirgaceae;Roseivirga
16681	KT229616	Roseivirga thermotolerans	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Roseivirgaceae;Roseivirga
16682	DQ080996	Roseivirga spongicola	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Roseivirgaceae;Roseivirga
16683	KP261822	Roseivirga marina	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Roseivirgaceae;Roseivirga
16684	KU507204	Roseivirga maritima	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Roseivirgaceae;Roseivirga
16685	AY753206	Roseivirga echinicomitans	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Roseivirgaceae;Roseivirga
16686	AY608410	Roseivirga ehrenbergii	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Roseivirgaceae;Roseivirga
16687	AY739663	Roseivirga seohaensis subsp. seohaensis	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Roseivirgaceae;Roseivirga
16688	KM587636	Roseivirga seohaensis subsp. aquiponti	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Roseivirgaceae;Roseivirga
16689	KX896698	Fulvivirga aurantia	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Fulvivirgaceae;Fulvivirga
16690	FR687203	Fulvivirga imtechensis	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Fulvivirgaceae;Fulvivirga
16691	DQ836305	Fulvivirga kasyanovii	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Fulvivirgaceae;Fulvivirga
16692	KU563147	Fulvivirga lutimaris	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Fulvivirgaceae;Fulvivirga
16693	AB681089	Reichenbachiella agariperforans	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Reichenbachiellaceae;Reichenbachiella
16694	GU143096	Reichenbachiella faecimaris	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Reichenbachiellaceae;Reichenbachiella
16695	KU981020	Reichenbachiella versicolor	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Reichenbachiellaceae;Reichenbachiella
16696	JN368461	Catalinimonas alkaloidigena	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Catalimonadaceae;Catalinimonas
16697	AB847959	Catalinimonas niigatensis	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Catalimonadaceae;Catalinimonas
16698	AB602437	Tunicatimonas pelagia	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Flammeovirgaceae;Tunicatimonas
16699	KC800928	Imperialibacter roseus	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Flammeovirgaceae;Imperialibacter
16700	MT146883	Mangrovivirga cuniculi	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Mangrovivirgaceae;Mangrovivirga
16701	ANNU01000014	Nafulsella turpanensis	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Cesiribacteraceae;Nafulsella
16702	KM117235	Marivirga atlantica	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Marivirgaceae;Marivirga
16703	HQ638976	Marivirga lumbricoides	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Marivirgaceae;Marivirga
16704	AB078081	Marivirga sericea	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Marivirgaceae;Marivirga
16705	AB078071	Marivirga harenae	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Marivirgaceae;Marivirga
16706	CP002349	Marivirga tractuosa	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Marivirgaceae;Marivirga
16707	AB078079	Marinoscillum furvescens	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Reichenbachiellaceae;Marinoscillum
16708	DQ660388	Marinoscillum pacificum	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Reichenbachiellaceae;Marinoscillum
16709	HM161878	Marinoscillum luteum	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Reichenbachiellaceae;Marinoscillum
16710	AM746475	Ekhidna lutea	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Reichenbachiellaceae;Ekhidna
16711	AY835922	Algoriphagus locisalis	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Cyclobacteriaceae;Algoriphagus
16712	AJ575263	Algoriphagus winogradskyi	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Cyclobacteriaceae;Algoriphagus
16713	AY699794	Algoriphagus yeomjeoni	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Cyclobacteriaceae;Algoriphagus
16714	AJ575265	Algoriphagus chordae	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Cyclobacteriaceae;Algoriphagus
16715	AJ577141	Algoriphagus antarcticus	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Cyclobacteriaceae;Algoriphagus
16716	AJ575264	Algoriphagus aquimarinus	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Cyclobacteriaceae;Algoriphagus
16717	AJ608641	Algoriphagus ratkowskyi	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Cyclobacteriaceae;Algoriphagus
16718	MW578280	Algoriphagus pacificus	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Cyclobacteriaceae;Algoriphagus
16719	KR012506	Algoriphagus aestuarii	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Cyclobacteriaceae;Algoriphagus
16720	KX852396	Algoriphagus resistens	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Cyclobacteriaceae;Algoriphagus
16721	AY264839	Algoriphagus halophilus	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Cyclobacteriaceae;Algoriphagus
16722	FJ669216	Algoriphagus lutimaris	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Cyclobacteriaceae;Algoriphagus
16723	KX002012	Algoriphagus iocasae	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Cyclobacteriaceae;Algoriphagus
16724	JN967625	Algoriphagus chungangensis	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Cyclobacteriaceae;Algoriphagus
16725	KX578604	Algoriphagus litorisediminis	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Cyclobacteriaceae;Algoriphagus
16726	HQ401024	Algoriphagus namhaensis	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Cyclobacteriaceae;Algoriphagus
16727	KY661386	Algoriphagus aquaemixtae	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Cyclobacteriaceae;Algoriphagus
16728	KX839492	Algoriphagus marinus	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Cyclobacteriaceae;Algoriphagus
16729	MF193603	Algoriphagus marisflavi	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Cyclobacteriaceae;Algoriphagus
16730	AB197852	Algoriphagus boritolerans	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Cyclobacteriaceae;Algoriphagus
16731	KX268606	Algoriphagus aestuariicola	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Cyclobacteriaceae;Algoriphagus
16732	MW269773	Algoriphagus oliviformis	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Cyclobacteriaceae;Algoriphagus
16733	KP861852	Algoriphagus roseus	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Cyclobacteriaceae;Algoriphagus
16734	HQ902253	Algoriphagus trabzonensis	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Cyclobacteriaceae;Algoriphagus
16735	EF217418	Algoriphagus jejuensis	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Cyclobacteriaceae;Algoriphagus
16736	DQ178979	Algoriphagus terrigena	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Cyclobacteriaceae;Algoriphagus
16737	MH491015	Algoriphagus litoralis	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Cyclobacteriaceae;Algoriphagus
16738	AJ717393	Algoriphagus alkaliphilus	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Cyclobacteriaceae;Algoriphagus
16739	EU313811	Algoriphagus aquatilis	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Cyclobacteriaceae;Algoriphagus
16740	FJ231215	Algoriphagus olei	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Cyclobacteriaceae;Algoriphagus
16741	LC349734	Algoriphagus sanaruensis	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Cyclobacteriaceae;Algoriphagus
16742	EU161637	Algoriphagus aquaeductus	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Cyclobacteriaceae;Algoriphagus
16743	MG593277	Algoriphagus lacus	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Cyclobacteriaceae;Algoriphagus
16744	KF768344	Algoriphagus boseongensis	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Cyclobacteriaceae;Algoriphagus
16745	AY264838	Algoriphagus mannitolivorans	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Cyclobacteriaceae;Algoriphagus
16746	FJ986206	Algoriphagus taeanensis	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Cyclobacteriaceae;Algoriphagus
16747	KR868708	Algoriphagus confluentis	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Cyclobacteriaceae;Algoriphagus
16748	KF732813	Algoriphagus taiwanensis	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Cyclobacteriaceae;Algoriphagus
16749	KY886012	Algoriphagus formosus	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Cyclobacteriaceae;Algoriphagus
16750	MK249690	Algoriphagus aquimaris	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Cyclobacteriaceae;Algoriphagus
16751	AY533663	Algoriphagus marincola	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Cyclobacteriaceae;Algoriphagus
16752	AY264840	Algoriphagus ornithinivorans	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Cyclobacteriaceae;Algoriphagus
16753	JN426847	Algoriphagus zhangzhouensis	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Cyclobacteriaceae;Algoriphagus
16754	MH532526	Algoriphagus kandeliae	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Cyclobacteriaceae;Algoriphagus
16755	GU072591	Algoriphagus faecimaris	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Cyclobacteriaceae;Algoriphagus
16756	EF488486	Algoriphagus hitonicola	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Cyclobacteriaceae;Algoriphagus
16757	EF392675	Algoriphagus vanfongensis	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Cyclobacteriaceae;Algoriphagus
16758	MN333916	Cyclobacterium roseum	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Cyclobacteriaceae;Cyclobacterium
16759	MN333915	Cyclobacterium salsum	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Cyclobacteriaceae;Cyclobacterium
16760	GU291862	Cyclobacterium jeungdonense	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Cyclobacteriaceae;Cyclobacterium
16761	KF601245	Cyclobacterium halophilum	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Cyclobacteriaceae;Cyclobacterium
16762	KC206024	Cyclobacterium xiamenense	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Cyclobacteriaceae;Cyclobacterium
16763	DQ534063	Cyclobacterium lianum	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Cyclobacteriaceae;Cyclobacterium
16764	MG457806	Cyclobacterium plantarum	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Cyclobacteriaceae;Cyclobacterium
16765	AY960985	Cyclobacterium amurskyense	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Cyclobacteriaceae;Cyclobacterium
16766	FN377719	Cyclobacterium qasimii	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Cyclobacteriaceae;Cyclobacterium
16767	JX515600	Cyclobacterium caenipelagi	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Cyclobacteriaceae;Cyclobacterium
16768	CP002955	Cyclobacterium marinum	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Cyclobacteriaceae;Cyclobacterium
16769	MK096443	Lunatibacter salilacus	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Cyclobacteriaceae;Lunatibacter
16770	DQ185611	Echinicola pacifica	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Cyclobacteriaceae;Echinicola
16771	DQ645421	Echinicola vietnamensis	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Cyclobacteriaceae;Echinicola
16772	KX774280	Echinicola sediminis	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Cyclobacteriaceae;Echinicola
16773	GU339180	Echinicola jeungdonensis	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Cyclobacteriaceae;Echinicola
16774	MN121190	Echinicola soli	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Cyclobacteriaceae;Echinicola
16775	KT989434	Echinicola rosea	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Cyclobacteriaceae;Echinicola
16776	KU647633	Echinicola strongylocentroti	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Cyclobacteriaceae;Echinicola
16777	KC762321	Belliella aquatica	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Cyclobacteriaceae;Belliella
16778	AJ564643	Belliella baltica	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Cyclobacteriaceae;Belliella
16779	KR048277	Belliella marina	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Cyclobacteriaceae;Belliella
16780	LK021687	Belliella buryatensis	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Cyclobacteriaceae;Belliella
16781	EU685336	Belliella pelovolcani	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Cyclobacteriaceae;Belliella
16782	KF976732	Belliella kenyensis	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Cyclobacteriaceae;Belliella
16783	FM991866	Nitritalea halalkaliphila	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Cyclobacteriaceae;Nitritalea
16784	MT557005	Pararhodonellum marinum	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Cyclobacteriaceae;Pararhodonellum
16785	DQ112660	Rhodonellum psychrophilum	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Cyclobacteriaceae;Rhodonellum
16786	KJ361469	Cecembia rubra	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Cyclobacteriaceae;Cecembia
16787	FR681897	Shivajiella indica	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Cyclobacteriaceae;Shivajiella
16788	HE806326	Cecembia calidifontis	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Cyclobacteriaceae;Cecembia
16789	JQ348962	Fontibacter ferrireducens	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Cyclobacteriaceae;Fontibacter
16790	FN421478	Fontibacter flavus	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Cyclobacteriaceae;Fontibacter
16791	FN393747	Cecembia lonarensis	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Cyclobacteriaceae;Cecembia
16792	HM140980	Mongoliitalea lutea	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Cyclobacteriaceae;Mongoliitalea
16793	FM883672	Indibacter alkaliphilus	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Cyclobacteriaceae;Indibacter
16794	KT253329	Mongoliibacter ruber	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Cyclobacteriaceae;Mongoliibacter
16795	KF309029	Negadavirga shengliensis	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Cyclobacteriaceae;Negadavirga
16796	MH197303	Pleomorphovibrio marinus	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Cyclobacteriaceae;Pleomorphovibrio
16797	AMZY02000022	Mariniradius saccharolyticus	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Cyclobacteriaceae;Mariniradius
16798	HE985070	Lunatimonas lonarensis	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Cyclobacteriaceae;Lunatimonas
16799	LN997816	Lunatimonas salinarum	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Cyclobacteriaceae;Lunatimonas
16800	AJ744861	Aquiflexum balticum	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Cyclobacteriaceae;Aquiflexum
16801	MG520323	Aquiflexum aquatile	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Cyclobacteriaceae;Aquiflexum
16802	HE996966	Litoribacter alkaliphilus	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Cytophagaceae;Litoribacter
16803	GU254164	Litoribacter ruber	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Cytophagaceae;Litoribacter
16804	HE996970	Mongoliicoccus alkaliphilus	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Cyclobacteriaceae;Mongoliicoccus
16805	HQ326178	Mongoliicoccus roseus	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Cyclobacteriaceae;Mongoliicoccus
16806	HE582775	Thermonema lapsum	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Thermonemataceae;Thermonema
16807	Y08956	Thermonema rossianum	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Thermonemataceae;Thermonema
16808	JN368460	Mooreia alkaloidigena	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Mooreiaceae;Mooreia
16809	AB247553	Flammeovirga aprica	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Flammeovirgaceae;Flammeovirga
16810	AB078078	Flammeovirga arenaria	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Flammeovirgaceae;Flammeovirga
16811	AB251933	Flammeovirga kamogawensis	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Flammeovirgaceae;Flammeovirga
16812	MK285601	Flammeovirga pectinis	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Flammeovirgaceae;Flammeovirga
16813	HQ412594	Flammeovirga pacifica	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Flammeovirgaceae;Flammeovirga
16814	AB247554	Flammeovirga yaeyamensis	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Flammeovirgaceae;Flammeovirga
16815	MN559958	Flammeovirga agarivorans	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Flammeovirgaceae;Flammeovirga
16816	AB276355	Perexilibacter aurantiacus	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Flammeovirgaceae;Perexilibacter
16817	AB359907	Limibacter armeniacum	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Flammeovirgaceae;Limibacter
16818	AB681494	Sediminitomix flava	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Flammeovirgaceae;Sediminitomix
16819	AB681019	Bernardetia litoralis	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Bernardetiaceae;Bernardetia
16820	AB078059	Garritya polymorpha	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Bernardetiaceae;Garritya
16821	ARBP01000033	Flexithrix dorotheae	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Flammeovirgaceae;Flexithrix
16822	AB265192	Rapidithrix thailandica	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Flammeovirgaceae;Rapidithrix
16823	JN699062	Luteivirga sdotyamensis	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Cytophagales_incertae_sedis;Luteivirga
16824	AB078048	Eisenibacter elegans	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Microscillaceae;Eisenibacter
16825	AB260929	Persicobacter diffluens	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Persicobacteraceae;Persicobacter
16826	AB260934	Persicobacter psychrovividus	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Persicobacteraceae;Persicobacter
16827	AB572584	Aureibacter tunicatorum	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Persicobacteraceae;Aureibacter
16828	JN699063	Fulvitalea axinellae	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Persicobacteraceae;Fulvitalea
16829	KX896700	Xanthovirga aplysinae	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Flammeovirgaceae;Xanthovirga
16830	AB859260	Hymenobacter latericoloratus	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter
16831	AB859261	Hymenobacter luteus	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter
16832	MH424461	Hymenobacter sediminis	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter
16833	KT273903	Hymenobacter aquatilis	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter
16834	LN879491	Hymenobacter pallidus	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter
16835	DQ888329	Hymenobacter xinjiangensis	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter
16836	KC192770	Hymenobacter kanuolensis	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter
16837	DQ177475	Hymenobacter psychrotolerans	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter
16838	KM203869	Hymenobacter glacieicola	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter
16839	AB681385	Hymenobacter rigui	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter
16840	MH229471	Hymenobacter metallilatus	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter
16841	KU758880	Hymenobacter seoulensis	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter
16842	KY196418	Hymenobacter tenuis	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter
16843	MH229472	Hymenobacter fodinae	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter
16844	KF631221	Hymenobacter wooponensis	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter
16845	Y18836	Hymenobacter gelipurpurascens	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter
16846	AB859259	Hymenobacter mucosus	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter
16847	HM032896	Hymenobacter perfusus	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter
16848	JX308618	Hymenobacter swuensis	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter
16849	GU808562	Hymenobacter yonginensis	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter
16850	AJ276901	Hymenobacter aerophilus	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter
16851	MH760415	Hymenobacter terrestris	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter
16852	MH760414	Hymenobacter humicola	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter
16853	Y17356	Hymenobacter actinosclerus	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter
16854	GQ131579	Hymenobacter psychrophilus	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter
16855	MN414324	Hymenobacter lapidiphilus	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter
16856	MF770258	Hymenobacter rubripertinctus	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter
16857	MF782439	Hymenobacter amundsenii	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter
16858	AJ549285	Hymenobacter norwichensis	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter
16859	EU382214	Hymenobacter tibetensis	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter
16860	KX139010	Hymenobacter rutilus	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter
16861	KY883691	Hymenobacter defluvii	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter
16862	KY988565	Hymenobacter profundi	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter
16863	KU758879	Hymenobacter aquaticus	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter
16864	GQ454797	Hymenobacter elongatus	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter
16865	Y18837	Hymenobacter chitinivorans	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter
16866	MH229470	Hymenobacter metallicola	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter
16867	Y18833	Hymenobacter roseosalivarius	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter
16868	HG965772	Hymenobacter roseus	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter
16869	KF723715	Hymenobacter qilianensis	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter
16870	MF193478	Hymenobacter cavernae	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter
16871	EU370958	Hymenobacter daecheongensis	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter
16872	EU155015	Hymenobacter fastidiosus	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter
16873	EU155009	Hymenobacter algoricola	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter
16874	LC315608	Hymenobacter persicinus	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter
16875	KT347097	Hymenobacter crusticola	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter
16876	KF056994	Hymenobacter ruber	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter
16877	LC315611	Hymenobacter segetis	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter
16878	MN007169	Hymenobacter artigasi	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter
